असलामवेल्कम	AslamWelcome
पुक्का	Pucca
बुदपे	Budpe
परफल	Parphal
एंशान	Anshan
इस्का	Iska
भरवा	Fill in
बेथ	Beth
जयन्गे	Jaynge
प्रमाम	Pramaam
सिफ	Sif
दिल्लगी	practical joke
कृषि	agriculture
कादर	Kader
मुझय	Me
होर	Hor
भवनयेन	Buildings
भवानाओ	Bhavanao
क्बुबसिर्टी	Cbübsirty
वरदान	boon
दुनी	Duni
छती	Chest
आंकों	Numbers
मैक	Mac
रब्ब	Rabbi
विस्वास	Faith
वस	Vas
श्यद	Yad
ताकत	energy
अरामसेक्रिकेट	Aramsecricket
राज्य	kingdom
जेतेगा	Will win
जहील	Jahil
बल्ला	cricket bat
घूमा	roll
छोर	border
ओल	personal bail or security
मन्ते	Mante
चालरा	Chalra
आबाय	Aby
आकार	form
सालय	Salay
फान	wedge
नमो	NaMo
भूले	Forgotten
झुटटे	Lies
खेल्ता	Play
किस्को	Kisko
माचेग	Macheg
धीखा	Slow
रैना	Raina
क्सी	Xi
जुलाई	July
जम्मू	J
इटनातो	It's not
साउच	Sauch
नौबत	miserable condition
खोसी	Khosi
गिरगित	Chameleon
समील	Samil
चोटा	treacle
गर्व	pride
तप्तक	Heat
भोंसिदिके	Bhonddike
करेने	To do
सोजा	Sleep
फिजिकल	Physical
मूर्ति	idol
थे	were
बुलाती	Call
कुकर	cooker
बजरंगीभाईजन	Bajrangi Bhaijaan
तमचा	Your
फिसल	slip
तैसी	Taisi
बेबो	Bebo
कर्ना	Karna
बब	Bob
ढालने	Mold
रहुँगी	Will stay
उतेरेगी	Will you get it?
उसकाह	His
रकी	Rocky
पहेले	First
उगल	Spewing
तुजमे	You
पेट्रोल	Petrol
वाईजान	Wijan
कुत्ते	Dog
हल्ही	Recently
बॉन्ड	Bond
सर	Sir
चाटे	Chate
बोलहाटा	Speak
काइसे	How to
सब्जी	vegetable
मुस्कुरावोगे	You will smile
उन्हें	them
मुअम्युह	Muamyuh
रैली	rally
अक्षरहासन	Aksharhasan
घाटी	mountain pa
लागवा	Apply
बिगर	Bigger
सजेस्ट	Suggest
इलावा	Apart from
ला	Law
संजयसैनिंसा	Sanjaysainsa
आधी	Half
जीतनी	Winning
दिलो	Give it
खोलने	Open
कहकर	Saying
शोर	noise
ख्राब	Bad
मसिक	Masik
हैंग	Hang
बाश	Bash
प्रभुकिराइल	The Lord
ध्क्ता	Dhkta
बिकास	evolution
वैजान	Vaijan
तरफा	Sided
बहन	Sister
भारतीयों	Indians
कर्मचारी	functionary
बुलाते	Call
बनाने	Create
धयन	Dhayan
जिन्मेदारी	Responsibility
मुस्लिम	Muslim
निकालेगा	Remove
फासा	Fasa
अर	spoke of a wheel
चर्चित	discussed
विजय	conquest
साथा	Sath
चाची	paternal aunt
सौरवक्वैश	Sourav Java
गिराए	Dropped
अजीत	Ajit
ताइसे	Taise
प्यो	Pyo
पहेंटे	First
खुजली	itch
मरनेवाले	Those who die
म्ब	MB
चमचे	Spoons
जाने	as if
हराव	Defeat
दर्शता	Visibility
भेजना	to send
भादक	Bhadak
जानप्प	Janap
सकेंगी	Can be able
दिली	cordial
क्रा	Kra
फंडे	Funds
जयूरत	Jurat
बंगाली	Bengali
ज़ां	Za
आग	fire
खुरापत	Khurapat
ताश	playing card
हस्ती	elephant
अछा	Good
होजता	
खिला	blossomed
जेनिस	Janice
आइसा	AISA
नाप	measurement
थुउ	Thuu
वैसा	like that
अहंकार	egotism
तीसरी	Third
दुग्नी	Double
हिदायेत	In instructions
कर्लता	Curls
भैंस	female buffalo
लेली	Taken
अलकस	idleness
ईयर	Year
बटेन	Batten
हैईईईई	Hieee
मरज़ी	wish
बदाना	Badning
लडोगे	You will fight
थुकवा	Spit
वैसे	By the way
सोचो	Think
आपकिया	Yours
मोलनी	Molni
गुनाहो	Crime
चोरहो	Thieves
जार	paramour
हमदर्द	sympathiser
ओसी	OC
फाक	Fake
हामारी	Ours
मेक	Make
नाटक	drama
गिरा	tongue
आंडर	Ander
खेले	Played
स्मझने	Understand
मैगी	Maggi
दोबना	Dobana
पैदा	born
सामज्ति	Compromise
दा	da
मुझपे	On me
आयसी	IC
सात	seven
प्लीज	Please
टोकूह	Tokuh
नोथिग	Nothig
खास	separate
आरक्षण	reservation
हीरो	Hero
गल्ली	Street
मनु	proto-man
दास	slave
फोरवेरलोन	Forever
होग्या	It's done
उन्नति	rise
दिखाएगा	Show
नामो	Name
हेई	Hey
जकाते	Zakat
इस्क	Isk
पुण्य	holy
समझदर	Wise
उठा	height
मोहब्बतीन	Love
टहे	Tahe
शिपज	Shipsage
उतर	descend
चहठी	Chahati
सुधार	reform
बिलकुल	You bet
चिया	Chia
खातिर	sake
बनोव	Banov
मरने	Die
मसाला	spice
एहसास	feeling
घरा	Home
कार्य	work
लेस्सों	Lesson
खछर	Mule
सुनंजी	Sunanji
दूरदर्सन	Television
येप	Yep
स्टिक	Stick
किरण	beam of light
सफल	successful
नामन्या	Namanya
बब्जुद	Babjud
भुला	Last
लुंगा	Lunga
फेयर	fair
अरहे	Hey
उमर	age
भुलियेगा	Forget
हुस्न	beauty
अच्छा	Good
पसंदीदा	favourite
आँगा	Anga
गैरत	Wrong
बरबाद	devastated
अयाय्यो	Ayyo
अटका	entangled
ट्यूशन	tuition
डायलोज	Dialogues
सुहागा	borax
मंडावा	Mandawa
मोनी	point
भूल	forgetfulness
डालो	Pour
री	Informal vocative particle used in addressing a female
एक्दुम	Ekdum
फार्क	FARC
पाटाखे	Crackers
स्टार्टन	Starton
देगा	Will
इन्तेज़ार	Waiting
पाप	sin
साहिब	sir
बद्दुआ	Baddua
हवाई	a kind of firecracker
मौहला	Mauhala
सीडी	CD
पठानो	Pathans
प्धाई	Study
बौहात	Shower
रेहा	Reha
चकरी	stone mill
दिलदारा	Dildara
बटाउन	Btown
गायें	Cows
वाई	Y
कायों	Why
मन्ता	Manta
सल्लू	Sallu
दोखा	Dokha
अं	Err
बालिकय	Girl child
सैटरडे	Saturday
पाकिस्तनियो	Pakistanis
रेफर	Referee
हेन	Hen
जानन्नन	Jannan
आजैगा	Will come today
मोडो	Modo
बहाने	Shed
जाना	to go
राई	A kind of mustard seed
फाकरे	Fakre
जोक	Joke
आब	water
चोकरियो	Chokrio
दावत	invitation
पी	The cry of a cuckoo reminding lovers of each other
हलाल	legal
नखरे	Tantrums
रखने	Keep
उन्हाय	He
पुरुष	man
इफमर	Ifmar
कोमेंट्स	Comments
सुमित	Sumit
बिहार	Bihar
पीचा	P's
बिगबच्चन	Big Bachchan
डूंगचालो	Dungchalo
शुरु	Start
लिखनाथा	To write
इस्मे	In this
रामदाव	Ramdav
बुटोन	Buton
सितार	to play sitar
चाहे	whether
व्हेरेसराहुल	Rahul
वझ	
उनकू	Unku
करवाओ	Get it done
लगाते	Put it on
तेनु	Tenu
खुदको	To myself
वकील	pleader
वसोल	
कुंजियों	Keys
योग्या	Correct
बायन	Invitation to attend a particular ceremony
एकमात्रा	The only
हुमारा	Humara
गई	Went past tense feminine singular of
टोडड्ड	Todd
नाव	boat
डख	Dakh
हाथो	Hands
माकी	Maki
चोर्क	Thief
चुटिएप	Chutiapp
सदा	always
बेचैनी	restlessness
पड़ते	Falling out
वि	Used with words derived from verbs to express opposition
पदया	Posts
वसे	By the way
अब	now
बेलगाम	unbridled
इंसानियत	humanity
जुल	double dealings
सत्यमेव्जायते	Satyamevjayate
नोटिस	notice
तुलना	to be weighed
नर्डी	Nerdy
खुसी	Happy
इत्ते	It's
लगाडेया	Put it
मिलने	Meet
सीखके	Learning
मेई	Mei
सच्चाई	Truth
अबितना	Abitna
तबाह	ruined
मिंटो	Minutes
बुडा	Buda
हिस्टरी	History
भागाव	Run away
हवाले	Pocketed
बधा	Increase
हेम	gold
विकाश	appearance
लार्कियो	Larkio
जिस्म	body
धेखे	Look at it
सुधरेगा	Will improve
सरत	Sarat
पीर्ती	Pirti
हरया	Lost
बेदी	Bedi
भाग	luck
नाहटा	Nahata
छ्ग	
बांकी	Banki
चेनिंग	Chenning
छोड़ना	to forsake
डेंगेय	
बांबानी	Bambani
महँगा	dear
चुप	silent
होंज	Honz
ठे	
ज़रिया	means
गणपति	god Ganesh
मारती	Kill
ज़ाकास	Zakas
डर्स्टन	Durston
स्टोरी	Story
मुडडे	Mud
सर्क	Sark
एमन्दर	Amandar
इस्को	Isco
सकता	Can
एइडी	AEDs
मुंबई	Mumbai
कैसन	Casson
येस	Yes
घुमता	Rotating
कलग	Kalg
मुद्दा	issue
उहह्ह	Uhh
मनिये	Believe it
पियरे	Pierre
पारे	Pare
वर्णा	Character
घंटो	Hour
डुबा	Drown
स्म	SM
थरकी	Tremor
उर्फ	Aka
न्हिई	Not
किधर	where
क	The first consonant of the Devanagari syllabary
जुथ	Juth
हीहे	Hey
बाज्ज्ये	Bajaye
सुनेगा	Will listen
मार्च	March
होंग	Hong
बारे	finally
मेमने	Lamb
बेहजोन	Behjon
यारर	Dude,
क्याकर्ता	What to do
जगक	The world
सन्यम	Patience
बैटिंग	Batting
जीतेगी	Win
अकत	Akat
कंगल	Kangal
जिंदा	alive
उस्का	Uska
वैट	VAT
जीने	Live
प्ड	Pd
वाद	suit
जनस्भा	Public
अखेर	Finally
बीना	Bina
डखने	Look at it
भो	Bho
पीति	Drinking
शिवरात्रि	Festival observed in the month of Phalgun for worship of Lord Shiva
साआला	Saala
बिज	grain
सारू	Saroo
तात्या	Tatya
छलें	Rings
जिसने	Who
ताऊ	uncle
अप्जा	Apja
बताएगा	Tell
स	The thirty-second consonant of the Devanagari syllabary
खेलते	Play
इमेजिनेशन	Imagination
सोचदे	Think about it
हंस	swan
रोकते	Deter
झाट	Jhat
एमिल	Emil
ग	The third consonant of the Devanagari syllabary
करदिया	Done
है	have
यूर	Eur
जिन्दाबाद	Long live
टोनी	Tony
प्राची	the East
चापप्प	
कार्डिया	Cardia
करके	By
फेंकू	Throw it away
रास्ता	path
टेल	tail
लीडर	leader
विनाशकारी	destroying
डेक्टा	Decta
जे	j
लाप्ता	Missing
अविषा	Avisha
मुबारक	auspiciou
जीतू	Win
खिराद	Khirad
ज्कडी	J.K.
ह्ग्या	
अपकैसा	How are you?
आईयू	IU
बाल्के	Balke
उठी	Arose
अजकिरत	Ajkirat
वर्क	Work
रूम	room
खेलेगा	Will play
डीड	Deed
पाचक	digestive
बंकर	bunker
व्पडब्डस्कनव	Vpadbdskanv
