Data,Label
"এই অবস্থা শুধু বুয়েটে না প্রত্যেকটা পাবলিক বিশ্ববিদ্যালয় , প্রত্যেকটা সরকারি কলেজের রেগিং নামে শারীরিক ও মানসিক অত্যাচার করা হয় ",2
খাওয়া র সময় হুমমম বলাটা বেশ ভালো লাগে দেখতে,1
"হালিম অবশ্যই খাবেন , নাহলে অসম্পূর্ণ থেকে যাবে ",0
"আমাদের রিভিউ দেখে আপনি গিয়েছেন , খেয়ে হতাশ হয়েছেন - এটা আমাদেরই লজ্জা । আমরা দুঃখিত ",2
পুলিশ যে কত বড় বেইমান আবারও প্রমানিত ,2
জাহিদ সাহেব. আপনার উন্নতি কামনা করছি.,1
"সবাই মিলে খাবার খাওয়ার মজাই আলাদা । , আর যদি বাংলার শেরা শেরা খাদক হয় তাহলে তো কোন কথাই না । : থেকে দারুণ একটা ব্যাপার ",1
এত বড় একটা দামরা মেয়ের সাথে এতুটুক বিচিচর বয় ফেনড এটা কি বাবে মানায় ,2
"তোরা পইন্নি এই গুলার এড় কেনো দেচ , সালা বাইকারদের মন খারাপ করার জন্য ",2
"খানকির ছেলে ডা । বলে কিনা সময় শেষ লোকটা যে 4 মাস ঘুরল দ্বারেদ্বারে । লটারি বন্দ করা হোক , সরকার দিয়ে না পাবলিক না কিনে । এ জন্যই আমি ডা । আর পুলিশ দেখতে পারি না দুইটাই এক গোয়ালের ",1
"পুরো জার্নিটা চমৎকারভাবে এনজয় করেছি , অসম্ভব ভালো লেগেছে ধন্যবাদ আপনাকে ",1
বিসমিল্লাহ্‌ কাবাবের বিফ বটি আর বিফ গুর্দা খুব মজার,1
"কেউ কি বলতে পারবেন , বাংলাদেশের কোন থানায় এগুলো চলে না ? পোশাক ধারী দের হাত থেকে আমাদের মুক্তি নেই ",2
পাপনের পাছায় দুইটা লাততী মারে এখান থেকে বের করা ঊচিৎ ,2
দোজন একিই পিলেটে খেলে খুব সুন্দর হত । একস্বাতে খেলে ভালবাসা বৃদ্দি পায়,1
ভাই আমি তো জানি সফ্ট ড্রিংকসে ঝাঁল আরো বাড়ে,1
আইনের আওয়াতায় আনা উচিত ও কোটে মামলা করলে উপকার পেত,1
